date,temperature
2010-01-01,20.0
2010-01-02,17.779654921893933
2010-01-03,18.827579760157892
2010-01-04,17.600667158118913
2010-01-05,17.918725217960045
2010-01-06,21.881349615063712
2010-01-07,22.878522665613474
2010-01-08,18.709908743153903
2010-01-09,17.1419988996292
2010-01-10,16.13287360274429
2010-01-11,17.262177346390235
2010-01-12,16.611827823144676
2010-01-13,12.491477000250008
2010-01-14,11.860551177394434
2010-01-15,8.785115429694702
2010-01-16,8.097755813647892
2010-01-17,9.969981200661168
2010-01-18,9.011471159272487
2010-01-19,7.337975032907973
2010-01-20,9.508461380033035
2010-01-21,9.264364992190707
2010-01-22,8.858758758245038
2010-01-23,7.094912867425881
2010-01-24,6.775173994309298
2010-01-25,7.462270028012977
2010-01-26,6.730840716766884
2010-01-27,7.844339074130605
2010-01-28,9.08894348693655
2010-01-29,9.117003619721784
2010-01-30,8.257330211107881
2010-01-31,10.333209874522847
2010-02-01,9.276625211435887
2010-02-02,7.8655831267968415
2010-02-03,6.826953037751063
2010-02-04,2.7801533138478316
2010-02-05,0.8702358612842469
2010-02-06,2.0157486178542117
2010-02-07,2.1003372655291943
2010-02-08,4.688660024720403
2010-02-09,4.540779787349777
2010-02-10,7.036622180748971
2010-02-11,8.810766841295903
2010-02-12,9.627480951077034
2010-02-13,8.292682082327714
2010-02-14,3.2259785805577765
2010-02-15,2.09439606098376
2010-02-16,2.5797034800364247
2010-02-17,-0.2336019426915148
2010-02-18,-0.7984146252406715
2010-02-19,-1.9817056406715583
2010-02-20,-5.150325691534551
2010-02-21,-4.154573310641331
2010-02-22,-4.06871130084225
2010-02-23,-5.355014069598961
2010-02-24,0.7376933090076667
2010-02-25,-0.033931437673837106
2010-02-26,-0.6795298678542888
2010-02-27,-3.332463905209387
2010-02-28,-0.13520070454447186
2010-03-01,-2.8742566200230657
2010-03-02,-4.345790995614622
2010-03-03,-1.3111266751340613
2010-03-04,3.6358770958000077
2010-03-05,6.5359061955583755
2010-03-06,8.473031471326493
2010-03-07,5.308944365587376
2010-03-08,5.650751492525123
2010-03-09,3.7447713819575403
2010-03-10,5.443087992940052
2010-03-11,9.211575989910935
2010-03-12,8.131868404774334
2010-03-13,5.029935154335121
2010-03-14,4.907012175258651
2010-03-15,2.9494517960041584
2010-03-16,2.101120102703928
2010-03-17,1.9726736014147135
2010-03-18,2.431755375999673
2010-03-19,-0.4839558752794848
2010-03-20,0.6652123124078093
2010-03-21,3.7378505943375613
2010-03-22,2.1059098583810045
2010-03-23,2.01132892748751
2010-03-24,1.5665930099289773
2010-03-25,0.7226194352393673
2010-03-26,0.9297561182778117
2010-03-27,-0.07384576956213518
2010-03-28,1.7888694353247332
2010-03-29,1.8836305200981898
2010-03-30,-1.2754239429098015
2010-03-31,0.008980882596676398
2010-04-01,3.8658474347501377
2010-04-02,2.607605288967918
2010-04-03,1.9624845028301716
2010-04-04,4.201977578663957
2010-04-05,6.174335692128064
2010-04-06,8.915050931618044
2010-04-07,5.534062193267632
2010-04-08,4.494372858797841
2010-04-09,1.4844179350264133
2010-04-10,1.53812356437614
2010-04-11,5.501240969096051
2010-04-12,7.2293306916585935
2010-04-13,7.852984645712064
2010-04-14,8.694302531165617
2010-04-15,7.59569422687148
2010-04-16,5.777248073029756
2010-04-17,6.917848495429396
2010-04-18,6.270302636583465
2010-04-19,6.560165213856873
2010-04-20,7.530422716527787
2010-04-21,5.642281618226462
2010-04-22,7.707543609895277
2010-04-23,5.873089013231849
2010-04-24,7.207411453213695
2010-04-25,8.221983131206272
2010-04-26,6.939127855426072
2010-04-27,6.179187586795589
2010-04-28,7.31784429463115
2010-04-29,5.5355734745340905
2010-04-30,8.76301939311724
2010-05-01,10.379207877206333
2010-05-02,9.468024121179193
2010-05-03,7.191072368453815
2010-05-04,9.900113908505205
2010-05-05,11.040875399293014
2010-05-06,10.835060718655273
2010-05-07,11.693887264939326
2010-05-08,11.056639208367788
2010-05-09,9.771489511995975
2010-05-10,10.465039371053429
2010-05-11,9.725991997266014
2010-05-12,11.780782173540274
2010-05-13,13.311710145028435
2010-05-14,17.3514645108049
2010-05-15,19.5318771835695
2010-05-16,14.185508617313472
2010-05-17,18.243229903992606
2010-05-18,16.144547435280725
2010-05-19,16.09496726392716
2010-05-20,12.310634247046558
2010-05-21,12.924533385423551
2010-05-22,12.843810393567923
2010-05-23,13.023154131016284
2010-05-24,12.062310647273184
2010-05-25,16.04377823203491
2010-05-26,16.81977960729603
2010-05-27,17.92883936501289
2010-05-28,16.722418004220227
2010-05-29,16.508508984360756
2010-05-30,18.17058308923131
2010-05-31,18.353093593653387
2010-06-01,17.54971216806067
2010-06-02,18.275278161698278
2010-06-03,16.60169789102569
2010-06-04,17.584395438630263
2010-06-05,19.79998420418825
2010-06-06,17.988383681561192
2010-06-07,18.352214537681533
2010-06-08,18.246320065671533
2010-06-09,18.7711441293593
2010-06-10,17.982599265427584
2010-06-11,20.259693461782415
2010-06-12,18.65333224680506
2010-06-13,17.71044566519599
2010-06-14,16.36426762838471
2010-06-15,13.923796636927348
2010-06-16,13.979178584608693
2010-06-17,13.658029473595628
2010-06-18,15.896680443827705
2010-06-19,13.53439594635314
2010-06-20,10.204131302468832
2010-06-21,11.947885201134365
2010-06-22,14.210524436101291
2010-06-23,16.684660366258935
2010-06-24,18.24371530862893
2010-06-25,16.432617058216664
2010-06-26,18.322855259460294
2010-06-27,17.292019046564036
2010-06-28,17.012182997383235
2010-06-29,17.975459600920598
2010-06-30,23.104238857220324
2010-07-01,22.694661977970515
2010-07-02,24.297123966935747
2010-07-03,25.60143667630374
2010-07-04,23.069413621922262
2010-07-05,23.7097766399621
2010-07-06,23.4624321710661
2010-07-07,24.73787062539333
2010-07-08,22.21248864348077
2010-07-09,20.99338760131451
2010-07-10,17.8243834658665
2010-07-11,18.941623627737926
2010-07-12,22.549762719920526
2010-07-13,21.91269431685215
2010-07-14,19.895186211447243
2010-07-15,19.697059563429676
2010-07-16,18.237801745441246
2010-07-17,19.886724139489996
2010-07-18,21.408592929726197
2010-07-19,21.076438237771093
2010-07-20,22.62534234908503
2010-07-21,24.32527721656095
2010-07-22,22.28957021826181
2010-07-23,21.71154819615728
2010-07-24,24.098226645401464
2010-07-25,22.396840557530762
2010-07-26,22.920680855852105
2010-07-27,20.49798533373435
2010-07-28,22.441354396878573
2010-07-29,22.388181802510537
2010-07-30,20.857793577800194
2010-07-31,19.395757983098452
2010-08-01,19.159631894656847
2010-08-02,19.938562830818693
2010-08-03,15.822877218023079
2010-08-04,17.684939454520983
2010-08-05,13.669904649040632
2010-08-06,15.241780524351967
2010-08-07,17.218040688551966
2010-08-08,18.146935334489825
2010-08-09,15.31524859697236
2010-08-10,18.611888229874324
2010-08-11,16.660180405230655
2010-08-12,17.356720980402784
2010-08-13,19.15581678764124
2010-08-14,18.709478484827855
2010-08-15,18.882078080904275
2010-08-16,20.885260234507314
2010-08-17,24.14615867554735
2010-08-18,21.86217306399006
2010-08-19,22.457224893367595
2010-08-20,21.09213258362335
2010-08-21,19.321779450991936
2010-08-22,19.541438779326693
2010-08-23,17.695531550742594
2010-08-24,18.375564655527036
2010-08-25,20.43860586291114
2010-08-26,22.5634630598366
2010-08-27,20.19628278294544
2010-08-28,20.53378709571549
2010-08-29,21.009142683092502
2010-08-30,22.51186945920725
2010-08-31,21.3385438409251
2010-09-01,22.66342072223807
2010-09-02,24.474170720185462
2010-09-03,25.006942996866595
2010-09-04,25.108706878089027
2010-09-05,26.21601071343509
2010-09-06,26.772330543632073
2010-09-07,27.471401119408203
2010-09-08,26.370882513883174
2010-09-09,26.648103105741065
2010-09-10,27.320004816203184
2010-09-11,25.53423166794274
2010-09-12,24.745705833306467
2010-09-13,24.247518581305116
2010-09-14,23.172539672158123
2010-09-15,24.469829119755303
2010-09-16,27.245283514685816
2010-09-17,24.53968257437068
2010-09-18,26.08866550117924
2010-09-19,25.98412349987337
2010-09-20,27.840461990830374
2010-09-21,25.809609676234537
2010-09-22,26.208603687498936
2010-09-23,22.38352287812605
2010-09-24,21.493070312000068
2010-09-25,23.752855243793245
2010-09-26,23.547429430488176
2010-09-27,27.084605840489225
2010-09-28,25.204342228242687
2010-09-29,30.14956752270229
2010-09-30,32.858309788405144
2010-10-01,33.113173180233495
2010-10-02,34.56363195952152
2010-10-03,35.61925315321134
2010-10-04,33.121111361153226
2010-10-05,30.30109064695323
2010-10-06,30.074667323220464
2010-10-07,30.065969399957947
2010-10-08,25.076283059879472
2010-10-09,28.83882584000771
2010-10-10,28.952587144983838
2010-10-11,25.83261552904862
2010-10-12,23.82599565217916
2010-10-13,25.723825736634
2010-10-14,25.954459336256857
2010-10-15,25.47734257290924
2010-10-16,28.296556655115626
2010-10-17,26.763253887142884
2010-10-18,24.118795434256363
2010-10-19,25.371693012369903
2010-10-20,21.640948181997242
2010-10-21,21.17664298881965
2010-10-22,20.945379195777193
2010-10-23,25.259154677960044
2010-10-24,26.373231684581928
2010-10-25,24.689757982770434
2010-10-26,22.59142133928162
2010-10-27,23.635818377606892
2010-10-28,26.34885066403934
2010-10-29,28.58580303613633
2010-10-30,29.01808586405552
2010-10-31,26.27893437967564
2010-11-01,23.123537387983614
2010-11-02,22.52858811044185
2010-11-03,23.574045572444874
2010-11-04,24.32900558385213
2010-11-05,23.126571199834842
2010-11-06,25.673955097805347
2010-11-07,26.46923966680401
2010-11-08,28.78595521015292
2010-11-09,30.871622450789367
2010-11-10,32.39702601963159
2010-11-11,34.87432166676359
2010-11-12,36.79981756056109
2010-11-13,32.30682624497352
2010-11-14,33.170431443827404
2010-11-15,32.126891513656396
2010-11-16,30.922391857387918
2010-11-17,31.994196269714458
2010-11-18,32.58265862228702
2010-11-19,30.27493936458816
2010-11-20,29.873465613571945
2010-11-21,29.76630999972524
2010-11-22,29.9034375528119
2010-11-23,30.56903401725948
2010-11-24,29.991857444586543
2010-11-25,28.015258622017168
2010-11-26,30.712689611128496
2010-11-27,25.090016151948483
2010-11-28,25.915032713567125
2010-11-29,25.479004121697365
2010-11-30,24.779189678317646
2010-12-01,24.364368630940128
2010-12-02,25.629933018594723
2010-12-03,24.776950679612586
2010-12-04,25.32206245670411
2010-12-05,23.863091594246406
2010-12-06,26.17318217493453
2010-12-07,31.586631446823635
2010-12-08,32.81871752248072
2010-12-09,34.07109430581866
2010-12-10,35.61257348225926
2010-12-11,32.328157823419
2010-12-12,34.23799020343466
2010-12-13,36.543704606164574
2010-12-14,36.15758316411478
2010-12-15,36.54574668622497
2010-12-16,35.08649990962604
2010-12-17,33.59361595623043
2010-12-18,31.994434342738508
2010-12-19,33.3569061115076
2010-12-20,34.23827178608671
2010-12-21,34.201182577986316
2010-12-22,30.812935368426484
2010-12-23,30.932253801250145
2010-12-24,27.95111486736981
2010-12-25,28.53186278310241
2010-12-26,28.92286322154189
