Year,Count,Average Magnitude
-241.0,1,
-216.0,1,
-210.0,1,
-60.0,1,8.5
382.0,1,7.5
881.0,1,7.5
1013.0,1,
1151.0,1,
1164.0,1,
1182.0,1,
1276.0,1,
1320.0,1,
1344.0,1,
1356.0,1,
1359.0,1,
1365.0,1,
1431.0,1,
1464.0,1,
1504.0,1,
1518.0,1,
1522.0,2,
1531.0,1,7.7
1547.0,1,
1551.0,1,
1579.0,1,
1587.0,1,
1589.0,1,
1591.0,1,
1597.0,1,
1598.0,1,
1614.0,2,6.3
1624.0,1,
1660.0,1,
1680.0,1,
1706.0,1,
1716.0,2,
1719.0,1,
1720.0,2,
1722.0,1,
1730.0,1,
1731.0,1,
1739.0,1,
1748.0,1,
1752.0,1,
1755.0,4,8.5
1756.0,1,
1757.0,2,
1758.0,1,
1761.0,1,8.5
1764.0,1,
1773.0,1,
1777.0,1,
1784.0,1,
1790.0,1,
1791.0,1,
1793.0,1,
1800.0,1,
1802.0,1,
1804.0,2,
1808.0,1,
1810.0,1,
1819.0,2,5.8
1821.0,1,
1825.0,1,
1829.0,1,
1841.0,1,
1847.0,1,
1848.0,1,
1852.0,2,
1855.0,1,
1856.0,3,
1857.0,1,
1858.0,1,
1867.0,1,
1869.0,1,
1884.0,1,6.7
1885.0,1,5.9
1887.0,1,
1891.0,1,
1896.0,1,
1909.0,2,6.6
1910.0,2,6.4
1912.0,1,7.5
1922.0,1,5.1
1924.0,2,5.6
1926.0,3,5.8
1929.0,1,6.3
1930.0,2,5.6
1933.0,1,7.7
1934.0,2,
1937.0,1,5.2
1939.0,1,6.7
1941.0,1,7.8
1943.0,1,5.0
1946.0,1,5.6
1947.0,1,5.3
1954.0,6,6.779999999999999
1956.0,1,
1958.0,1,
1959.0,1,5.5
1960.0,2,5.75
1964.0,1,4.6
1965.0,1,5.5
1967.0,1,5.0
1968.0,2,6.25
1969.0,1,7.8
1973.0,1,5.1
1975.0,2,6.05
1976.0,1,6.4
1978.0,1,4.4
1980.0,2,7.0
1985.0,1,5.9
1987.0,1,4.3
1988.0,2,5.449999999999999
1989.0,2,5.7
1994.0,1,5.9
1998.0,1,6.2
1999.0,2,5.199999999999999
2000.0,2,6.5
2003.0,2,6.25
2004.0,4,4.95
2005.0,1,4.4
2006.0,1,4.9
2008.0,3,5.466666666666666
2010.0,1,5.2
2011.0,1,5.1
2013.0,2,4.85
2014.0,2,5.2
2016.0,2,5.85
2021.0,1,6.0
